Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What Happened Category
INC2013-062,Operation Beyond Design Limits,04/13/2013,Windsor,Ontario,Kinder Morgan Cochin ULC,Not Applicable,No,Incorrect Operation
INC2013-154,Release of Substance,11/02/2013,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-168,Release of Substance,12/05/2013,Dryden,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Corrosion and Cracking, Incorrect Operation"
INC2014-040,Adverse Environmental Effects,03/13/2014,Maple,Ontario,TransCanada PipeLines Limited,Not Applicable,Yes,Natural Force Damage
INC2014-061,Release of Substance,04/24/2014,Mattice,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Incorrect Operation, Natural Force Damage"
INC2014-080,Operation Beyond Design Limits,06/02/2014,Oakville,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2014-089,Release of Substance,06/18/2014,Geraldton,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2014-091,Release of Substance,06/21/2014,Geraldton,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2014-095,Release of Substance,07/03/2014,Arnprior,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2014-101,Release of Substance,08/01/2014,Maple,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,To be determined
INC2014-123,Operation Beyond Design Limits,09/29/2014,Not specified,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2014-134,Release of Substance,11/04/2014,Deux Rivieres,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,Yes,Incorrect Operation
INC2014-148,Release of Substance,12/04/2014,Kenora,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Equipment Failure, Incorrect Operation"
INC2014-155,Release of Substance,12/23/2014,Kenora,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Equipment Failure, Incorrect Operation"
INC2015-002,Operation Beyond Design Limits,01/09/2015,Bowmanville,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-010,Release of Substance,01/26/2015,"Mattice, Ontario",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Natural Force Damage
INC2015-031,Release of Substance,03/30/2015,"Dryden, Ontario",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-034,Operation Beyond Design Limits,03/31/2015,Cornwall,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-036,Release of Substance,04/07/2015,"Dryden, Ontario",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-045,Release of Substance,04/28/2015,Grand Pointe,Ontario,Plains Midstream Canada ULC,Mixed HVP Hydrocarbons,No,"External Interference, Incorrect Operation"
INC2015-055,Release of Substance,05/12/2015,Dryden,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Corrosion and Cracking, Incorrect Operation"
INC2015-060,Release of Substance,05/22/2015,"Nipigon, Ontario",Ontario,TransCanada PipeLines Limited,Lube Oil,No,Corrosion and Cracking
INC2015-092,Release of Substance,08/18/2015,Brockville,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Natural Force Damage
INC2015-100,Release of Substance,08/27/2015,Iroquois,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-116,Fire,10/14/2015,Sarnia,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-139,Release of Substance,12/01/2015,Wilkesport,Ontario,Plains Midstream Canada ULC,Propane,No,"Defect and Deterioration, Equipment Failure"
INC2015-143,Fire,12/10/2015,Brampton,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-001,Release of Substance,01/01/2016,Kingston,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Corrosion and Cracking, External Interference"
INC2016-008,Operation Beyond Design Limits,01/13/2016,Oakville,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-026,Fire,02/24/2016,Claireville,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-032,Release of Substance,04/04/2016,Windsor,Ontario,Kinder Morgan Cochin ULC,Propane,No,Equipment Failure
INC2016-035,Release of Substance,04/08/2016,"Kenogami, ONo",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Corrosion and Cracking, Defect and Deterioration"
INC2016-037,Fire,04/19/2016,Brampton,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-038,Fire,04/23/2016,"Maple, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-046,Fire,05/13/2016,"Upsala,ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-051,Fire,05/24/2016,Calstock,Ontario,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2016-053,Fire,05/25/2016,Cornwall,Ontario,Niagara Gas Transmission Limited,Not Applicable,No,Incorrect Operation
INC2016-054,Fire,05/27/2016,Pembroke,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Defect and Deterioration
INC2016-071,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2016-072,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,"Incorrect Operation, Natural Force Damage"
INC2016-073,Operation Beyond Design Limits,07/06/2016,Mississauga,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,"Incorrect Operation, Natural Force Damage"
INC2016-074,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2016-076,Operation Beyond Design Limits,07/07/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2016-077,Release of Substance,07/12/2016,"Niagara Falls, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Equipment Failure, Incorrect Operation"
INC2016-079,Fire,07/20/2016,Nanticoke,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2016-085,Fire,08/03/2016,Oshawa,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-102,Fire,08/29/2016,"Marten River, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-107,Release of Substance,09/04/2016,"Ignace, Ontario",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2016-117,"Serious Injury (CER or TSB), Fire",09/28/2016,Burlington,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2016-121,Release of Substance,10/14/2016,"Hurkett, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Defect and Deterioration, Incorrect Operation"
INC2016-135,Fire,11/21/2016,"Sundridge, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-146,Release of Substance,12/15/2016,"Hearst, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2017-046,Fire,03/27/2017,"Vaughan, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-066,Operation Beyond Design Limits,05/18/2017,Burlington,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2017-085,Operation Beyond Design Limits,06/25/2017,Whitby,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-086,Operation Beyond Design Limits,06/25/2017,Pickering,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-087,Operation Beyond Design Limits,06/25/2017,Newcastle,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-088,Operation Beyond Design Limits,06/25/2017,Newtonville,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-089,Operation Beyond Design Limits,06/26/2017,Napanee,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-090,Operation Beyond Design Limits,06/26/2017,n/a,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-096,Operation Beyond Design Limits,07/11/2017,Gananoque,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-098,Operation Beyond Design Limits,07/12/2017,Napanee,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-099,Operation Beyond Design Limits,07/12/2017,Brockville,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-104,Fire,07/21/2017,"Dorion, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2017-111,Operation Beyond Design Limits,07/31/2017,"Ficko, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-138,Operation Beyond Design Limits,09/12/2017,Toronto,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-139,Operation Beyond Design Limits,09/12/2017,Hamilton and Toronto,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2017-140,Operation Beyond Design Limits,09/12/2017,"Ingleside, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-141,Operation Beyond Design Limits,09/12/2017,"Bowmanville, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-143,Operation Beyond Design Limits,09/12/2017,"Oakville, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-144,Operation Beyond Design Limits,09/12/2017,Multiple locations in Ontario,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-148,Operation Beyond Design Limits,09/21/2017,Milltown,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-151,Operation Beyond Design Limits,09/22/2017,Clarkson,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-157,Operation Beyond Design Limits,09/25/2017,"Ingleside, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-158,Operation Beyond Design Limits,09/25/2017,"Maitland, Ontario",Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-160,Operation Beyond Design Limits,09/27/2017,Trenton,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-179,Fire,11/04/2017,Windsor,Ontario,Plains Midstream Canada ULC,Not Applicable,No,Other Causes
INC2018-001,Release of Substance,01/08/2018,"Swastika, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2018-018,Release of Substance,02/19/2018,North Bay,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2018-024,Operation Beyond Design Limits,03/29/2018,Sarnia,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2018-025,Operation Beyond Design Limits,04/02/2018,"Stratton, Ontario",Ontario,Centra Transmission Holdings Inc.,Not Applicable,No,External Interference
INC2018-033,Operation Beyond Design Limits,04/25/2018,Elizabethtown,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2018-041,Fire,05/04/2018,"Kenora, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2018-045,Operation Beyond Design Limits,05/15/2018,Burlington,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2018-046,Operation Beyond Design Limits,05/22/2018,North York,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2018-053,Fire,05/31/2018,"Amethyst, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2018-054,Fire,05/31/2018,Gravenhurst,Ontario,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2018-061,Fire,06/15/2018,Vermillion Bay,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"Equipment Failure, External Interference"
INC2018-067,Fire,06/26/2018,"Nipigon, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2018-095,Operation Beyond Design Limits,08/22/2018,"Temagami, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2018-096,Operation Beyond Design Limits,08/22/2018,"Marten River, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2018-100,Operation Beyond Design Limits,08/23/2018,Maitland,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2018-134,Operation Beyond Design Limits,09/28/2018,"Tarzwell, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Natural Force Damage"
INC2018-136,Release of Substance,09/28/2018,"Chamberlain, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2018-149,Operation Beyond Design Limits,10/18/2018,Hamilton,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2018-163,Operation Beyond Design Limits,11/12/2018,Mississauga,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2019-025,Release of Substance,02/20/2019,"Hearst, ON",Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2019-051,Operation Beyond Design Limits,05/14/2019,"Trout Creek, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Natural Force Damage"
INC2019-078,Operation Beyond Design Limits,07/03/2019,Baltimore ,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2019-097,Operation Beyond Design Limits,08/30/2019,Ramore,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2019-104,Operation Beyond Design Limits,09/26/2019,Toronto,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2020-024,Fire,02/23/2020,"Upsala, ON",Ontario,TransCanada PipeLines Limited,Not Applicable,No,Other Causes
INC2020-030,Operation Beyond Design Limits,03/09/2020,Dorion,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-048,Operation Beyond Design Limits,05/19/2020,"Bowker, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-054,Operation Beyond Design Limits,06/05/2020,North York,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2020-059,Fire,06/14/2020,Rolphton ,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"Defect and Deterioration, External Interference"
INC2020-066,Operation Beyond Design Limits,06/25/2020,Thunder Bay,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-070,Operation Beyond Design Limits,07/08/2020,Bracebridge,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-082,Operation Beyond Design Limits,08/08/2020,Thornloe ,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-084,Operation Beyond Design Limits,08/12/2020,Nanticoke,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2020-089,Operation Beyond Design Limits,08/25/2020,Klotz Lake,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-094,Operation Beyond Design Limits,09/04/2020,Burlington,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"Defect and Deterioration, Natural Force Damage"
INC2020-116,Operation Beyond Design Limits,10/29/2020,Constance Indian Reserve No. 92,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-122,Fire,11/05/2020,North Westover,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2020-125,Operation Beyond Design Limits,11/13/2020,North Bay ,Ontario,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2021-050,Release of Substance,04/01/2021,Hearst,Ontario,TransCanada PipeLines Limited,Natural Gas - Sweet,Yes,Corrosion and Cracking
INC2021-087,Operation Beyond Design Limits,06/23/2021,Newcastle,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2021-094,Operation Beyond Design Limits,07/05/2021,Nanticoke,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2021-148,Operation Beyond Design Limits,10/06/2021,Cardinal,Ontario,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2021-160,Operation Beyond Design Limits,10/27/2021,North York,Ontario,Trans-Northern Pipelines Inc.,Not Applicable,No,To be determined
INC2021-165,Operation Beyond Design Limits,11/09/2021,Mackenzie,Ontario,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Natural Force Damage"
INC2021-167,Operation Beyond Design Limits,11/11/2021,"Dundas, Ontario",Ontario,TransCanada PipeLines Limited,Not Applicable,No,To be determined
INC2021-202,Operation Beyond Design Limits,12/01/2021,Dryden,Ontario,TransCanada PipeLines Limited,Not Applicable,No,To be determined
Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What happened category
INC2009-042,Release of Substance,05/14/2009,Not specified,Quebec,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2009-057,Operation Beyond Design Limits,07/02/2009,Saint-Eustache,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,Equipment Failure
INC2009-137,Release of Substance,12/11/2009,Les Cedres,Quebec,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2010-029,Release of Substance,02/27/2010,Laval,Quebec,Trans-Northern Pipelines Inc.,Gasoline,Yes,Equipment Failure
INC2010-073,Release of Substance,07/14/2010,Montreal,Quebec,Trans-Northern Pipelines Inc.,Jet Fuel,Yes,"Corrosion and Cracking, Incorrect Operation"
INC2011-075,Release of Substance,05/12/2011,Terrebonne,Quebec,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Incorrect Operation
INC2012-162,Release of Substance,11/22/2012,Beauharnois,Quebec,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-101,Operation Beyond Design Limits,07/01/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2013-202,Operation Beyond Design Limits,07/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2013-203,Operation Beyond Design Limits,07/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2014-038,Fire,02/25/2014,Saint-Eustache,Quebec,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2014-079,Fire,06/02/2014,Saint-Andr�-Est,Quebec,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-065,Operation Beyond Design Limits,06/29/2016,St. Lazare,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-076,Release of Substance,06/13/2017,Boisbriand,Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Natural Gas - Sweet,No,Defect and Deterioration
INC2017-120,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-121,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-122,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-123,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-124,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-125,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-126,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-127,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-128,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-129,Operation Beyond Design Limits,08/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-133,Operation Beyond Design Limits,09/07/2017,Laval,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-134,Operation Beyond Design Limits,09/07/2017,Hudson,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2017-135,Operation Beyond Design Limits,09/07/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-149,Operation Beyond Design Limits,09/22/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2017-150,Operation Beyond Design Limits,09/22/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,External Interference
INC2018-050,Operation Beyond Design Limits,05/29/2018,Mirabel,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation, Natural Force Damage"
INC2018-162,Fire,11/07/2018,"East Hereford, QC",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,"External Interference, Other Causes"
INC2019-067,Release of Substance,06/04/2019,Roulier,Quebec,Champion Pipe Line Corporation Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2020-004,Operation Beyond Design Limits,01/17/2020,Saint Lazare,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2020-106,Operation Beyond Design Limits,10/09/2020,Laval,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2020-107,Operation Beyond Design Limits,10/14/2020,Oka,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2020-133,Fire,11/25/2020,Hereford Hills,Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,External Interference
INC2021-009,Operation Beyond Design Limits,01/29/2021,"Pointe Calumet, Quebec",Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2021-067,Fire,05/11/2021,"Blainville, QC",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,Incorrect Operation
INC2021-069,Fire,05/13/2021,"Lavaltrie, Quebec",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,External Interference
INC2021-072,Fire,05/17/2021,"Saint-Nicolas, Quebec",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,External Interference
INC2021-083,Fire,06/15/2021,Les Cedres,Quebec,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2021-084,Operation Beyond Design Limits,06/17/2021,Cowansville,Quebec,Montreal Pipe Line Limited,Not Applicable,No,Natural Force Damage
INC2021-091,Operation Beyond Design Limits,06/29/2021,Sutton,Quebec,Montreal Pipe Line Limited,Not Applicable,No,Natural Force Damage
INC2021-092,Operation Beyond Design Limits,06/29/2021,Marieville,Quebec,Montreal Pipe Line Limited,Not Applicable,No,Natural Force Damage
INC2021-103,Fire,07/15/2021,Vaudreuil-sur-le-Lac,Quebec,TransCanada PipeLines Limited,Not Applicable,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2021-116,Operation Beyond Design Limits,08/12/2021,Saint Lazare,Quebec,Trans-Northern Pipelines Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2021-127,Operation Beyond Design Limits,09/02/2021,"Terrebonne, QC",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Not Applicable,No,"External Interference, Natural Force Damage"
INC2021-163,Release of Substance,11/05/2021,"Lachenaie,Qc",Quebec,Trans Qu�bec and Maritimes Pipeline Inc.,Natural Gas - Sweet,No,To be determined
INC2021-205,Fire,12/02/2021,Saint-Mathieu,Quebec,TransCanada PipeLines Limited,Not Applicable,No,To be determined
INC2008-018,Release of Substance,02/25/2008,Moosomin,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Incorrect Operation
INC2008-030,Fatality,03/24/2008,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2008-039,Release of Substance,04/21/2008,Regina,Saskatchewan,"Plains Marketing Canada, L.P.",Crude Oil - Sweet,No,Equipment Failure
INC2008-045,Release of Substance,05/06/2008,Herschel,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Defect and Deterioration
INC2008-048,Release of Substance,05/12/2008,Regina,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Equipment Failure
INC2008-063,Fatality,06/25/2008,Herschel,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2008-070,Release of Substance,07/17/2008,Moosomin,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2008-072,Release of Substance,07/18/2008,Alameda,Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2008-079,Release of Substance,08/08/2008,Herbert,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Propane,No,Equipment Failure
INC2008-084,Fire,08/26/2008,Not specified,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2008-085,Fire,09/04/2008,Not specified,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Equipment Failure
INC2009-009,Serious Injury (CER or TSB),02/09/2009,White City,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,"Equipment Failure, Incorrect Operation"
INC2009-045,Release of Substance,05/22/2009,Rosetown,Saskatchewan,Kinder Morgan Cochin ULC,Propane,No,Defect and Deterioration
INC2009-053,Release of Substance,06/22/2009,Loreburn,Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2009-088,Release of Substance,09/02/2009,Burstall,Saskatchewan,Foothills Pipe Lines Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2009-111,Release of Substance,09/29/2009,Odessa,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Synthetic,No,Corrosion and Cracking
INC2009-134,Release of Substance,12/08/2009,Lloydminster,Saskatchewan,Husky Oil Limited,Condensate,No,Equipment Failure
INC2009-135,Fire,12/10/2009,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Equipment Failure
